pathway	source	metabolites
Glutathione metabolism - Homo sapiens (human)	KEGG	kegg:C00077,kegg:C00669,kegg:C00072,kegg:C05730,kegg:C00151,kegg:C00037,kegg:C05727,kegg:C01322,kegg:C03170,kegg:C01879,kegg:C00315,kegg:C00127,kegg:C03646,kegg:C03740,kegg:C05726,kegg:C02090,kegg:C00006,kegg:C05422,kegg:C00750,kegg:C00005,kegg:C00024,kegg:C00025,kegg:C05729,kegg:C16567,kegg:C16663,kegg:C16664,kegg:C01419,kegg:C01672,kegg:C16562,kegg:C00097,kegg:C16568,kegg:C16566,kegg:C02320,kegg:C16564,kegg:C16565,kegg:C00051,kegg:C16563,kegg:C00134
Fat digestion and absorption - Homo sapiens (human)	KEGG	kegg:C00010,kegg:C00162,kegg:C00165,kegg:C00681,kegg:C00187,kegg:C02112,kegg:C00416,kegg:C01558,kegg:C00422,kegg:C00865,kegg:C00040,kegg:C02530,kegg:C01885
Nicotinate and nicotinamide metabolism - Homo sapiens (human)	KEGG	kegg:C03458,kegg:C03652,kegg:C00111,kegg:C15987,kegg:C15986,kegg:C04226,kegg:C00153,kegg:C01185,kegg:C16152,kegg:C03150,kegg:C00857,kegg:C18232,kegg:C05841,kegg:C03722,kegg:C05843,kegg:C05842,kegg:C01056,kegg:C01059,kegg:C06178,kegg:C02295,kegg:C00049,kegg:C00232,kegg:C00334,kegg:C03043,kegg:C00122,kegg:C00253,kegg:C00163,kegg:C05840,kegg:C00006,kegg:C00022,kegg:C00003,kegg:C00455,kegg:C00922,kegg:C01596,kegg:C20381,kegg:C16159,kegg:C05380,kegg:C01297,kegg:C15523,kegg:C01004,kegg:C16151,kegg:C16150,kegg:C02930,kegg:C01020,kegg:C02918,kegg:C19631,kegg:C03056,kegg:C16390,kegg:C01384
GnRH signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C00416,kegg:C01245,kegg:C00219,kegg:C00575
African trypanosomiasis - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C00533,kegg:C00696,kegg:C16003,kegg:C00078,kegg:C01245,kegg:C00306,kegg:C00328,kegg:C00584
Gastric acid secretion - Homo sapiens (human)	KEGG	kegg:C00011,kegg:C00076,kegg:C00165,kegg:C00388,kegg:C01353,kegg:C00698,kegg:C00001,kegg:C01245,kegg:C00080,kegg:C00575,kegg:C01330,kegg:C00288,kegg:C00238,kegg:C01996
Asthma - Homo sapiens (human)	KEGG	kegg:C02166,kegg:C05951,kegg:C04598,kegg:C00388,kegg:C00696
Gefitinib Pathway, Pharmacokinetics	PharmGKB	kegg:D01977
Bile secretion - Homo sapiens (human)	KEGG	kegg:C00011,kegg:C02465,kegg:D00333,kegg:C09955,kegg:C03758,kegg:D01862,kegg:D08291,kegg:C01937,kegg:C11245,kegg:C11363,kegg:C05122,kegg:C04483,kegg:C07321,kegg:C05963,kegg:C01330,kegg:C07240,kegg:C00080,kegg:C07080,kegg:C00238,kegg:C06810,kegg:D00429,kegg:C03479,kegg:D00224,kegg:C16641,kegg:D01264,kegg:C01829,kegg:C00865,kegg:C11310,kegg:C00318,kegg:C00942,kegg:C11277,kegg:C07649,kegg:C00486,kegg:C11158,kegg:C16114,kegg:C04555,kegg:C06840,kegg:C05551,kegg:D01745,kegg:C02166,kegg:C02165,kegg:D01061,kegg:D06074,kegg:C08092,kegg:C01405,kegg:C06688,kegg:C06527,kegg:C06526,kegg:C07188,kegg:C00315,kegg:C07184,kegg:C07185,kegg:D03833,kegg:C06999,kegg:C06824,kegg:D02166,kegg:D08066,kegg:D05246,kegg:D03130,kegg:C08439,kegg:D00767,kegg:C07051,kegg:C11231,kegg:C11230,kegg:C07325,kegg:C07210,kegg:C13523,kegg:C01576,kegg:C00780,kegg:C06770,kegg:C00114,kegg:C07966,kegg:C00366,kegg:C00639,kegg:D08492,kegg:C01661,kegg:D06050,kegg:C02380,kegg:C00288,kegg:C01996,kegg:C07041,kegg:C07017,kegg:C07512,kegg:C07204,kegg:C07207,kegg:D00318,kegg:C07201,kegg:C07443,kegg:C05371,kegg:C00575,kegg:C05086,kegg:C07592,kegg:C05466,kegg:C05465,kegg:C07368,kegg:C00695,kegg:C00750,kegg:C05503,kegg:C00024,kegg:C00026,kegg:D00422,kegg:C13993,kegg:C11195,kegg:C01907,kegg:C16643,kegg:C07074,kegg:C05349,kegg:C07072,kegg:C06570,kegg:D01275,kegg:C03990,kegg:C11754,kegg:C06958,kegg:C00051,kegg:D02115,kegg:C03033,kegg:C11587,kegg:C00504,kegg:C00031,kegg:C06880,kegg:C01912,kegg:C07065,kegg:C00584,kegg:C00187,kegg:C08357,kegg:C01353,kegg:D00804,kegg:C07463,kegg:D01421,kegg:C01443,kegg:C07268,kegg:C02538,kegg:C16578,kegg:C03642,kegg:C02530,kegg:C06956,kegg:C00698,kegg:C06952,kegg:D07987,kegg:C01844,kegg:D00247,kegg:C00001,kegg:D07626,kegg:D00400,kegg:C07151,kegg:D07538,kegg:C06890,kegg:C07014,kegg:C07394,kegg:C00735,kegg:D08108,kegg:C01921,kegg:D07907,kegg:C00805,kegg:D02214,kegg:C07662,kegg:C07660,kegg:C02528,kegg:C06804,kegg:C07257,kegg:C12560,kegg:C02918
Lysine degradation - Homo sapiens (human)	KEGG	kegg:C03656,kegg:C00408,kegg:C05554,kegg:C04020,kegg:C01181,kegg:C03273,kegg:C00037,kegg:C01186,kegg:C03239,kegg:C03793,kegg:C00449,kegg:C00877,kegg:C05548,kegg:C04487,kegg:C05825,kegg:C00956,kegg:C04092,kegg:C20333,kegg:C05231,kegg:C03955,kegg:C00990,kegg:C05161,kegg:C06157,kegg:C02727,kegg:C00047,kegg:C00332,kegg:C05544,kegg:C05545,kegg:C05546,kegg:C00164,kegg:C03366,kegg:C00024,kegg:C04076,kegg:C00739,kegg:C16741,kegg:C06181,kegg:C00431,kegg:C03087,kegg:C00489,kegg:C01672,kegg:C01149,kegg:C00450,kegg:C01144,kegg:C01142,kegg:C01259,kegg:C02188,kegg:C00487,kegg:C01211,kegg:C01028,kegg:C00136,kegg:C00322,kegg:C00527
Vitamin digestion and absorption - Homo sapiens (human)	KEGG	kegg:C00010,kegg:C00072,kegg:C00504,kegg:C00018,kegg:C00153,kegg:C05776,kegg:C00864,kegg:C00647,kegg:C00422,kegg:C05552,kegg:C00250,kegg:C00255,kegg:C00187,kegg:C00016,kegg:C01330,kegg:C05377,kegg:C02075,kegg:C00080,kegg:C01885,kegg:C00120,kegg:C02477,kegg:C00534,kegg:C00162,kegg:C00061,kegg:C00376,kegg:C02094,kegg:C00378,kegg:C13202,kegg:C00068,kegg:C00003,kegg:C12981,kegg:C00473,kegg:C02112,kegg:C02059,kegg:C00828,kegg:C02530,kegg:C01558,kegg:C05443,kegg:C00681
Sulfur relay system - Homo sapiens (human)	KEGG	kegg:C18237,kegg:C00019,kegg:C00097,kegg:C00378,kegg:C00868,kegg:C05924,kegg:C00041,kegg:C17322,kegg:C00044,kegg:C18239
Propanoate metabolism - Homo sapiens (human)	KEGG	kegg:C00683,kegg:C00111,kegg:C17530,kegg:C00033,kegg:C04225,kegg:C05983,kegg:C00424,kegg:C02225,kegg:C00583,kegg:C05989,kegg:C01013,kegg:C20783,kegg:C00186,kegg:C05668,kegg:C05235,kegg:C05984,kegg:C00083,kegg:C00042,kegg:C00332,kegg:C00894,kegg:C00163,kegg:C02335,kegg:C00164,kegg:C00100,kegg:C01845,kegg:C00024,kegg:C00109,kegg:C00479,kegg:C02876,kegg:C02170,kegg:C04593,kegg:C00099,kegg:C00804,kegg:C01213,kegg:C00827,kegg:C00091,kegg:C00222,kegg:C05979,kegg:C06002,kegg:C00132,kegg:C00546,kegg:C01234,kegg:C00207
Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)	KEGG	kegg:C20653,kegg:C00074,kegg:C16848,kegg:C03506,kegg:C02637,kegg:C00354,kegg:C00079,kegg:C00078,kegg:C04302,kegg:C00463,kegg:C00587,kegg:C03175,kegg:C00441,kegg:C20710,kegg:C01269,kegg:C00254,kegg:C01179,kegg:C00279,kegg:C00082,kegg:C00230,kegg:C00493,kegg:C20654,kegg:C16850,kegg:C00251,kegg:C04691,kegg:C00166,kegg:C01094,kegg:C00119,kegg:C00296,kegg:C00108,kegg:C01302,kegg:C00826,kegg:C00944,kegg:C20327,kegg:C17235
Type I diabetes mellitus - Homo sapiens (human)	KEGG	kegg:C00704,kegg:C00533,kegg:C00027
ErbB signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C01245,kegg:C00165,kegg:C05981
Phagosome - Homo sapiens (human)	KEGG	kegg:C04549
Starch and sucrose metabolism - Homo sapiens (human)	KEGG	kegg:C00267,kegg:C00501,kegg:C03033,kegg:C05731,kegg:C00252,kegg:C00095,kegg:C00031,kegg:C02995,kegg:C00668,kegg:C06219,kegg:C06218,kegg:C01935,kegg:C00760,kegg:C00721,kegg:C06215,kegg:C06217,kegg:C06216,kegg:C00973,kegg:C01083,kegg:C01172,kegg:C00965,kegg:C00369,kegg:C00181,kegg:C00663,kegg:C20237,kegg:C00498,kegg:C02352,kegg:C00333,kegg:C02336,kegg:C00029,kegg:C00103,kegg:C00167,kegg:C02591,kegg:C00394,kegg:C00718,kegg:C02013,kegg:C00714,kegg:C00470,kegg:C00617,kegg:C00689,kegg:C16688,kegg:C00092,kegg:C00190,kegg:C00191,kegg:C05345,kegg:C00221,kegg:C00208,kegg:C01798,kegg:C00089,kegg:C00185,kegg:C01231
Wnt signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076
Regulation of autophagy - Homo sapiens (human)	KEGG	kegg:C15181,kegg:C04549,kegg:C01194,kegg:C00350,kegg:C00913
Lysosome - Homo sapiens (human)	KEGG	kegg:C00159,kegg:C00002,kegg:C00008,kegg:C00275
Alzheimer,s disease - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00533,kegg:C00070,kegg:C16845,kegg:C00027,kegg:C14818,kegg:C01245
Carbohydrate digestion and absorption - Homo sapiens (human)	KEGG	kegg:C00011,kegg:C00076,kegg:C00243,kegg:C00282,kegg:C00246,kegg:C00033,kegg:C00031,kegg:C05981,kegg:C00707,kegg:C00760,kegg:C12285,kegg:C12284,kegg:C01835,kegg:C01355,kegg:C01330,kegg:C02049,kegg:C00124,kegg:C08822,kegg:C00369,kegg:C00089,kegg:C00163,kegg:C00165,kegg:C00714,kegg:C00092,kegg:C00095,kegg:C00238,kegg:C00208
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00533,kegg:C00062,kegg:C00070,kegg:C16845,kegg:C16844,kegg:C00025,kegg:C00027,kegg:C00704,kegg:C00001
Vasopressin-regulated water reabsorption - Homo sapiens (human)	KEGG	kegg:C00575,kegg:C00001
Cyanoamino acid metabolism - Homo sapiens (human)	KEGG	kegg:C00014,kegg:C00183,kegg:C00152,kegg:C00037,kegg:C00407,kegg:C00079,kegg:C03219,kegg:C19491,kegg:C08334,kegg:C20314,kegg:C18796,kegg:C19712,kegg:C01401,kegg:C06114,kegg:C02512,kegg:C20315,kegg:C00049,kegg:C00082,kegg:C20311,kegg:C15503,kegg:C20313,kegg:C00561,kegg:C20310,kegg:C00065,kegg:C03742,kegg:C20312,kegg:C03004,kegg:C08325,kegg:C05143,kegg:C00844,kegg:C04353,kegg:C01594,kegg:C05670,kegg:C19714,kegg:C19715,kegg:C16074,kegg:C16075,kegg:C01326,kegg:C00097,kegg:C02659,kegg:C00302,kegg:C05715,kegg:C05714,kegg:C00488,kegg:C05711
Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	KEGG	kegg:C03035,kegg:C00249,kegg:C00154,kegg:C16527,kegg:C02041,kegg:C02249,kegg:C08316,kegg:C16162,kegg:C16163,kegg:C16160,kegg:C16161,kegg:C16166,kegg:C16167,kegg:C16164,kegg:C16165,kegg:C16168,kegg:C16169,kegg:C03595,kegg:C16530,kegg:C16533,kegg:C16532,kegg:C06426,kegg:C06427,kegg:C06425,kegg:C16513,kegg:C00219,kegg:C01203,kegg:C06428,kegg:C06429,kegg:C00510,kegg:C16531,kegg:C16180,kegg:C05764,kegg:C08281,kegg:C00412,kegg:C16645,kegg:C02050,kegg:C16171,kegg:C01595,kegg:C03242,kegg:C00712,kegg:C16528,kegg:C16529,kegg:C08323,kegg:C16170,kegg:C16173,kegg:C08320,kegg:C16522,kegg:C04088,kegg:C16172,kegg:C16179,kegg:C01530,kegg:C16525,kegg:C16526
Gap junction - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C00533,kegg:C00681,kegg:C03758,kegg:C00025,kegg:C01245,kegg:C00575,kegg:C00547,kegg:C00780,kegg:C00942
Huntington,s disease - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C01245,kegg:C00025
Chemokine signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C01245,kegg:C00165,kegg:C05981,kegg:C00575
HTLV-I infection - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C19313,kegg:C18996,kegg:C05981,kegg:C00027,kegg:C18995,kegg:C18994,kegg:C00575,kegg:C00238
FoxO signaling pathway - Homo sapiens (human)	KEGG	kegg:C00020,kegg:C00031,kegg:C00025,kegg:C00008,kegg:C05981
Circadian entrainment - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C00533,kegg:C00942,kegg:C16089,kegg:C16088,kegg:C01598,kegg:C00025,kegg:C01330,kegg:C00575,kegg:C00238
Amoebiasis - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C00533,kegg:C00062,kegg:C01074,kegg:C18287,kegg:C00027,kegg:C01245,kegg:C00219,kegg:C00575,kegg:C01498,kegg:C02737,kegg:C00584
Pantothenate and CoA biosynthesis - Homo sapiens (human)	KEGG	kegg:C00010,kegg:C01088,kegg:C00429,kegg:C01053,kegg:C00831,kegg:C00183,kegg:C01134,kegg:C03492,kegg:C00049,kegg:C02642,kegg:C00900,kegg:C00141,kegg:C00106,kegg:C04079,kegg:C03688,kegg:C00022,kegg:C04039,kegg:C04352,kegg:C00864,kegg:C00966,kegg:C00099,kegg:C00229,kegg:C05944,kegg:C00097,kegg:C18911,kegg:C00054,kegg:C00522,kegg:C00882
RNA transport - Homo sapiens (human)	KEGG	kegg:C01647,kegg:C00044,kegg:C00035
Regulation of actin cytoskeleton - Homo sapiens (human)	KEGG	kegg:C04637,kegg:C01996,kegg:C11554,kegg:C05981,kegg:C00306,kegg:C00338
One carbon pool by folate - Homo sapiens (human)	KEGG	kegg:C00101,kegg:C00415,kegg:C00504,kegg:C00143,kegg:C03479,kegg:C00664,kegg:C00234,kegg:C00445,kegg:C00440
Cytosolic DNA-sensing pathway - Homo sapiens (human)	KEGG	kegg:C20640
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	KEGG	kegg:C00014,kegg:G00242,kegg:C00698,kegg:C00086,kegg:C01342,kegg:C00080,kegg:G00263
Cysteine and methionine metabolism - Homo sapiens (human)	KEGG	kegg:C05526,kegg:C00409,kegg:C00073,kegg:C00263,kegg:C00019,kegg:C11481,kegg:C02218,kegg:C00155,kegg:C00170,kegg:C02989,kegg:C00283,kegg:C01817,kegg:C04582,kegg:C00606,kegg:C00441,kegg:C06547,kegg:C05824,kegg:C05823,kegg:C15606,kegg:C00957,kegg:C00506,kegg:C01077,kegg:C09306,kegg:C01137,kegg:C00979,kegg:C01180,kegg:C00049,kegg:C00491,kegg:C05527,kegg:C02291,kegg:C00041,kegg:C15651,kegg:C05524,kegg:C00065,kegg:C03539,kegg:C00793,kegg:C05528,kegg:C01962,kegg:C00021,kegg:C00022,kegg:C11537,kegg:C00109,kegg:C03089,kegg:C11499,kegg:C03082,kegg:C03145,kegg:C04188,kegg:C01118,kegg:C08276,kegg:C01005,kegg:C00094,kegg:C00097,kegg:C15650,kegg:C00059,kegg:C01234,kegg:C00051,kegg:C00320
Mucin type O-Glycan biosynthesis - Homo sapiens (human)	KEGG	kegg:G00035,kegg:G00027,kegg:C01306,kegg:C04750,kegg:G00031,kegg:G00030,kegg:C04902,kegg:C04901,kegg:C04387,kegg:C04917,kegg:C02189,kegg:G00034,kegg:C04776,kegg:G00033,kegg:C00203,kegg:G00032
Axon guidance - Homo sapiens (human)	KEGG	kegg:C00076
N-Glycan biosynthesis - Homo sapiens (human)	KEGG	kegg:C00110,kegg:C00381,kegg:G10526,kegg:C03862,kegg:C00621,kegg:C05868,kegg:C05861,kegg:C05860,kegg:C05864,kegg:C01246,kegg:G00008,kegg:G00009,kegg:C04500,kegg:C03021,kegg:G00005,kegg:G00020,kegg:G00021,kegg:G00022,kegg:G00171,kegg:G10595,kegg:G10597,kegg:G10596,kegg:G10599,kegg:G10598,kegg:C04537,kegg:C00096,kegg:G00019,kegg:G00018,kegg:G00015,kegg:G00014,kegg:G00017,kegg:G00016,kegg:G00011,kegg:G00010,kegg:G00013,kegg:G00012
Histidine metabolism - Homo sapiens (human)	KEGG	kegg:C00388,kegg:C00386,kegg:C00119,kegg:C03409,kegg:C03277,kegg:C04916,kegg:C05828,kegg:C05827,kegg:C04666,kegg:C16674,kegg:C05127,kegg:C01267,kegg:C01152,kegg:C04677,kegg:C01262,kegg:C05568,kegg:C00049,kegg:C05829,kegg:C05565,kegg:C05135,kegg:C20522,kegg:C02741,kegg:C00025,kegg:C00026,kegg:C03680,kegg:C01929,kegg:C00860,kegg:C00439,kegg:C16673,kegg:C01045,kegg:C01044,kegg:C05131,kegg:C05130,kegg:C05133,kegg:C04437,kegg:C04896,kegg:C02835,kegg:C01100,kegg:C02739,kegg:C05575,kegg:C05571,kegg:C05572,kegg:C00785,kegg:C05570,kegg:C00135
AMPK signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00668,kegg:C00389,kegg:C00031,kegg:C05981,kegg:C00665,kegg:C01172,kegg:C09731,kegg:C04677,kegg:C07673,kegg:C00085,kegg:C00083,kegg:C00040,kegg:C00354,kegg:C00162,kegg:C00008,kegg:C00020,kegg:C00022,kegg:C00698,kegg:C00024,kegg:C00003,kegg:C00757,kegg:C07151
Steroid biosynthesis - Homo sapiens (human)	KEGG	kegg:C01189,kegg:C05439,kegg:C02141,kegg:C05437,kegg:C00448,kegg:C18231,kegg:C11523,kegg:C01724,kegg:C05109,kegg:C01054,kegg:C11522,kegg:C00187,kegg:C11455,kegg:C05107,kegg:C05103,kegg:C07712,kegg:C03845,kegg:C15915,kegg:C15816,kegg:C01789,kegg:C08821,kegg:C02530,kegg:C05440,kegg:C05443,kegg:C01561,kegg:C15778,kegg:C15776,kegg:C15777,kegg:C00751,kegg:C01802,kegg:C01753,kegg:C01943,kegg:C05108,kegg:C01902,kegg:C11508,kegg:C08830,kegg:C01673,kegg:C01164,kegg:C05441,kegg:C15783,kegg:C15782,kegg:C15781,kegg:C15780,kegg:C01694,kegg:C04525,kegg:C03428,kegg:C15808,kegg:C05442
Circadian rhythm - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00575
Selenocompound metabolism - Homo sapiens (human)	KEGG	kegg:C05698,kegg:C05699,kegg:C18872,kegg:C18870,kegg:C18871,kegg:C05690,kegg:C05695,kegg:C05697,kegg:C18905,kegg:C18893,kegg:C16638,kegg:C01528,kegg:C00017,kegg:C05703,kegg:C00041,kegg:C05336,kegg:C05335,kegg:C05689,kegg:C05688,kegg:C18902,kegg:C18904,kegg:C06481,kegg:C06482,kegg:C05686,kegg:C05684,kegg:C02535,kegg:C05172
Glucagon signaling pathway - Homo sapiens (human)	KEGG	kegg:C00158,kegg:C00076,kegg:C00668,kegg:C00074,kegg:C00031,kegg:C00036,kegg:C00665,kegg:C01172,kegg:C00186,kegg:C00182,kegg:C01245,kegg:C00085,kegg:C00083,kegg:C00575,kegg:C00042,kegg:C00040,kegg:C00122,kegg:C00149,kegg:C00103,kegg:C00022,kegg:C00024,kegg:C00026,kegg:C00631,kegg:C00311,kegg:C00197,kegg:C00354
ABC transporters - Homo sapiens (human)	KEGG	kegg:C00159,kegg:C00243,kegg:C00244,kegg:C00245,kegg:C00151,kegg:C00407,kegg:C01935,kegg:C01834,kegg:C01835,kegg:C06232,kegg:C06230,kegg:C01330,kegg:C00086,kegg:C04137,kegg:C00338,kegg:C16692,kegg:C13768,kegg:C00121,kegg:C00120,kegg:C00088,kegg:C00333,kegg:C00064,kegg:C00065,kegg:C00794,kegg:C00148,kegg:C00062,kegg:C00392,kegg:C00259,kegg:C00315,kegg:C01946,kegg:C00719,kegg:C02273,kegg:C00865,kegg:C00098,kegg:C00093,kegg:C16059,kegg:C00095,kegg:C01417,kegg:C03611,kegg:C00487,kegg:C03619,kegg:C00320,kegg:C00077,kegg:C01083,kegg:C00175,kegg:C00079,kegg:C01487,kegg:C02160,kegg:D02224,kegg:C00973,kegg:G00457,kegg:C01153,kegg:C00491,kegg:C00492,kegg:C00059,kegg:C06687,kegg:C15521,kegg:C05402,kegg:C00378,kegg:C00379,kegg:C00470,kegg:C01674,kegg:C01279,kegg:C16421,kegg:C00114,kegg:C00116,kegg:C20570,kegg:C20571,kegg:C20572,kegg:C20573,kegg:C01181,kegg:C05776,kegg:C00855,kegg:C00919,kegg:C00288,kegg:C01667,kegg:C01177,kegg:C00049,kegg:C03557,kegg:C00041,kegg:C00047,kegg:C00045,kegg:C00107,kegg:C00753,kegg:C00025,kegg:C19872,kegg:C00291,kegg:C05349,kegg:C06767,kegg:C00208,kegg:C00123,kegg:C00089,kegg:C00051,kegg:C00503,kegg:C00038,kegg:C00032,kegg:C00031,kegg:C00037,kegg:C00034,kegg:C01606,kegg:C19609,kegg:C00188,kegg:C00185,kegg:C00183,kegg:C00181,kegg:C14818,kegg:C14819,kegg:C01684,kegg:C04114,kegg:C01682,kegg:C00140,kegg:C00009,kegg:C01630,kegg:C00430,kegg:C06227,kegg:C06228,kegg:C06229,kegg:C11612,kegg:C07663,kegg:C07662,kegg:C06706,kegg:C06705,kegg:C06704,kegg:C06707,kegg:C00137,kegg:C00134,kegg:C00135
Basal cell carcinoma - Homo sapiens (human)	KEGG	kegg:C00187
Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)	KEGG	kegg:C02612,kegg:C02631,kegg:C00407,kegg:C02226,kegg:C00022,kegg:C00188,kegg:C00183,kegg:C06032,kegg:C00233,kegg:C06010,kegg:C04181,kegg:C00123,kegg:C04272,kegg:C14463,kegg:C04236,kegg:C00671,kegg:C00141,kegg:C00024,kegg:C00109,kegg:C04411,kegg:C02504,kegg:C06006,kegg:C06007
Pancreatic secretion - Homo sapiens (human)	KEGG	kegg:C00011,kegg:C00076,kegg:C00165,kegg:C01996,kegg:C13050,kegg:C13051,kegg:C01353,kegg:C00698,kegg:C13523,kegg:C00001,kegg:C01245,kegg:C00080,kegg:C00575,kegg:C16114,kegg:C01330,kegg:C00288,kegg:C00238
Aminoacyl-tRNA biosynthesis - Homo sapiens (human)	KEGG	kegg:C03511,kegg:C03294,kegg:C00073,kegg:C03402,kegg:C00152,kegg:C00037,kegg:C00407,kegg:C00079,kegg:C00078,kegg:C01931,kegg:C02047,kegg:C02163,kegg:C02984,kegg:C16638,kegg:C02702,kegg:C00062,kegg:C00188,kegg:C06112,kegg:C06113,kegg:C00183,kegg:C17022,kegg:C00234,kegg:C00049,kegg:C00082,kegg:C02430,kegg:C06481,kegg:C02987,kegg:C00041,kegg:C00047,kegg:C00123,kegg:C00064,kegg:C00065,kegg:C02554,kegg:C00148,kegg:C02553,kegg:C00101,kegg:C02988,kegg:C06482,kegg:C00025,kegg:C03125,kegg:C03127,kegg:C02992,kegg:C17027,kegg:C03512,kegg:C02839,kegg:C16138,kegg:C01005,kegg:C00097,kegg:C02412,kegg:C02282,kegg:C00886,kegg:C00135
Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00002,kegg:C02135,kegg:C16010,kegg:C01330
Glioma - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C01245,kegg:C00165,kegg:C05981
Thyroid hormone signaling pathway - Homo sapiens (human)	KEGG	kegg:C05981,kegg:C00076,kegg:C02465,kegg:C00165,kegg:C01829,kegg:C01330,kegg:C01245,kegg:C00080,kegg:C00575,kegg:C07639,kegg:C00238
Adrenergic signaling in cardiomyocytes - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00165,kegg:C07056,kegg:C02135,kegg:C01330,kegg:C00788,kegg:C01245,kegg:C00080,kegg:C00575,kegg:C00547,kegg:C00238
Prostate cancer - Homo sapiens (human)	KEGG	kegg:C00951,kegg:C03917,kegg:C00535,kegg:C07653,kegg:C00410,kegg:C05981,kegg:C00280,kegg:C00762,kegg:C01227,kegg:C16038,kegg:C00735
Riboflavin metabolism - Homo sapiens (human)	KEGG	kegg:C15556,kegg:C00016,kegg:C03114,kegg:C01268,kegg:C01727,kegg:C01352,kegg:C04732,kegg:C04332,kegg:C01847,kegg:C00044,kegg:C15563,kegg:C00061,kegg:C00255,kegg:C00007,kegg:C05995,kegg:C00001,kegg:C00530,kegg:C00472,kegg:C00474,kegg:C00199,kegg:C01304,kegg:C04454,kegg:C01007,kegg:C18910
Chagas disease (American trypanosomiasis) - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C00533,kegg:C00062,kegg:C05981,kegg:C01245,kegg:C00306,kegg:C00575
Fatty acid degradation - Homo sapiens (human)	KEGG	kegg:C00010,kegg:C03561,kegg:C00071,kegg:C00249,kegg:C00154,kegg:C02990,kegg:C00229,kegg:C00877,kegg:C01832,kegg:C20683,kegg:C05102,kegg:C05258,kegg:C05259,kegg:C01371,kegg:C05270,kegg:C05279,kegg:C05276,kegg:C05265,kegg:C05274,kegg:C05275,kegg:C05272,kegg:C05273,kegg:C00332,kegg:C05271,kegg:C00162,kegg:C00517,kegg:C02593,kegg:C00024,kegg:C01944,kegg:C00435,kegg:C05268,kegg:C00638,kegg:C03221,kegg:C05280,kegg:C00823,kegg:C01144,kegg:C05261,kegg:C05260,kegg:C05263,kegg:C05262,kegg:C00226,kegg:C05264,kegg:C05267,kegg:C05266,kegg:C05269,kegg:C00340,kegg:C00489,kegg:C00136,kegg:C03547,kegg:C00527
Staphylococcus aureus infection - Homo sapiens (human)	KEGG	kegg:C16056,kegg:C16057,kegg:C16054,kegg:C16055,kegg:C11596,kegg:C16058,kegg:C16059,kegg:C16062,kegg:C16061,kegg:C16060,kegg:C20898,kegg:C18313
Calcium signaling pathway - Homo sapiens (human)	KEGG	kegg:C13051,kegg:C00076,kegg:C00165,kegg:C13050,kegg:C00004,kegg:C00002,kegg:C01330,kegg:C01245,kegg:C06124,kegg:C00575
Synthesis and degradation of ketone bodies - Homo sapiens (human)	KEGG	kegg:C00356,kegg:C00164,kegg:C01089,kegg:C00024,kegg:C00207,kegg:C00332
NOD-like receptor signaling pathway - Homo sapiens (human)	KEGG	kegg:C16060
cAMP signaling pathway - Homo sapiens (human)	KEGG	kegg:C00076,kegg:C01996,kegg:C01089,kegg:C20793,kegg:C20792,kegg:C00746,kegg:C16048,kegg:C18182,kegg:C15906,kegg:C00288,kegg:C00584,kegg:C01312,kegg:C00186,kegg:C16003,kegg:C16021,kegg:C01330,kegg:C16022,kegg:C01245,kegg:C00080,kegg:C00575,kegg:C00334,kegg:C00238,kegg:C16089,kegg:C00416,kegg:C00165,kegg:C00020,kegg:C16088,kegg:C00698,kegg:C00042,kegg:C02017,kegg:C15949,kegg:C00212,kegg:C03758,kegg:C00788,kegg:C16012,kegg:C16013,kegg:C16010,kegg:C00547,kegg:C00780,kegg:C16119
