SET_ID	Metabolites	Pathways
SET_51	3-phosphoglycerate;ADP;alpha-ketoglutarate;DHAP/glyceraldehyde_3P;GDP;glutamate_HILIC-pos;glutamine;hexose_monophosphate;lactate;malate;pentose_monophosphate;PEP;pyruvate;succinate	SMPDB:Warburg Effect
SET_52	3-phosphoglycerate;ADP;alpha-ketoglutarate;DHAP/glyceraldehyde_3P;GDP;hexose_monophosphate;lactate;PEP;pyruvate	SMPDB:Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease|SMPDB:Triosephosphate isomerase|SMPDB:Glycogenosis, Type IA. Von gierke disease|SMPDB:Gluconeogenesis|SMPDB:Fructose-1,6-diphosphatase deficiency|SMPDB:Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)|SMPDB:Glycogenosis, Type IB|SMPDB:Glycogenosis, Type IC
SET_53	3-phosphoglycerate;ADP;glucuronate	SMPDB:Mucopolysaccharidosis VI. Sly syndrome|SMPDB:Glycogenosis, Type III. Cori disease, Debrancher glycogenosis|SMPDB:Starch and Sucrose Metabolism|SMPDB:Glycogenosis, Type IV. Amylopectinosis, Anderson disease|SMPDB:Glycogen synthetase deficiency|SMPDB:Glycogenosis, Type VI. Hers disease|SMPDB:Sucrase-isomaltase deficiency
SET_54	3-phosphoglycerate;glycine;methionine;serine	Wikipathways:Trans-sulfuration and one carbon metabolism
SET_55	4-Guanidinobutanoic_acid;ADP;alanine;alpha-ketoglutarate;AMP;arginine;asparagine;aspartate;beta-alanine;C2_carnitine;citrulline;GABA;glutamate_HILIC-pos;glutamine;glycine;hydroxyproline;lysine;N-Acetylornithine;N-Acetylputrescine;ornithine;proline;putrescine;pyroglutamic_acid;pyruvate;serine;spermidine;succinate	EHMN:Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine
SET_56	4-Guanidinobutanoic_acid;arginine;creatine;creatinine;GABA;glutamate_HILIC-pos;guanidinoacetic_acid;hydroxyproline;N-Acetylputrescine;ornithine;proline;putrescine;pyruvate;sarcosine;spermidine	KEGG:Arginine and proline metabolism - Homo sapiens (human)
SET_57	4-pyridoxate;ADP	EHMN:Vitamin B6 (pyridoxine) metabolism|Reactome:Vitamins B6 activation to pyridoxal phosphate
SET_58	4-pyridoxate;ADP;alpha-ketoglutarate;glutamate_HILIC-pos	INOH:Vitamin B6 metabolism
SET_59	5-Methylcytosine;ADP;alanine;alpha-ketoglutarate;AMP;arginine;ascorbate;asparagine;aspartate;GDP;glutamate_HILIC-pos;glutamine;glycine;hexose_monophosphate;histidine;isoleucine;leucine;lysine;methionine;niacinamide;phenylalanine;proline;serine;succinate;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Gene Expression
SET_60	5-Methylcytosine;alpha-ketoglutarate;ascorbate;niacinamide;succinate	Reactome:Epigenetic regulation of gene expression
SET_61	5-Methylcytosine;beta-alanine;cytosine;Dihydrothymine;glutamine;malonate;N-carbamoyl-beta-alanine;Pseudouridine;thymine;uracil;uridine	KEGG:Pyrimidine metabolism - Homo sapiens (human)
SET_62	5-aminolevulinic_acid;ADP;bilirubin;glucuronate;glycine	EHMN:Porphyrin metabolism
SET_63	5-aminolevulinic_acid;alanine;alpha-glycerophosphate;arginine;aspartate;betaine;butyrobetaine;choline;glutamate_HILIC-pos;glutamine;glycine;histidine;inositol;isoleucine;leucine;lysine;ornithine;phenylalanine;proline;putrescine;serine;sorbitol;spermidine;taurine_HILIC-neg;taurine_HILIC-pos;thiamine;threonine;valine	KEGG:ABC transporters - Homo sapiens (human)
SET_64	5-aminolevulinic_acid;alanine;alpha-ketoglutarate;AMP;arginine;betaine;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;C40:6_PS;creatine;dimethylglycine;glutamate_HILIC-pos;glycine;guanidinoacetic_acid;methionine;ornithine;pyruvate;sarcosine;serine;threonine	INOH:Glycine Serine metabolism
SET_65	5-aminolevulinic_acid;aspartate;betaine;C40:6_PS;choline;creatine;dimethylglycine;glyceric_acid;glycine;guanidinoacetic_acid;pyruvate;sarcosine;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos	KEGG:Glycine, serine and threonine metabolism - Homo sapiens (human)
SET_66	5-aminolevulinic_acid;bilirubin;glutamate_HILIC-pos;glycine;threonine	KEGG:Porphyrin and chlorophyll metabolism - Homo sapiens (human)
SET_67	5-aminolevulinic_acid;bilirubin;glycine	SMPDB:Porphyrin Metabolism|Wikipathways:Metabolism of porphyrins|SMPDB:Hereditary Coproporphyria (HCP)|Reactome:Metabolism of porphyrins|SMPDB:Porphyria Variegata (PV)|SMPDB:Congenital Erythropoietic Porphyria (CEP) or Gunther Disease|SMPDB:Acute Intermittent Porphyria
SET_68	5-aminolevulinic_acid;glycine	Reactome:Heme biosynthesis|HumanCyc:heme biosynthesis|HumanCyc:tetrapyrrole biosynthesis
SET_69	8.11.14-Eicosatrienoic_acid;ADP;Arachidonic_acid;ascorbate;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Docosahexaenoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;kynurenine;Linoleic_acid;methionine;methionine_sulfoxide;niacinamide;quinolinate;serine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;urate_HILIC-neg;urate_HILIC-pos;xanthine	Wikipathways:Selenium Micronutrient Network
SET_70	8.11.14-Eicosatrienoic_acid;Adrenic_acid;Arachidonic_acid;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;Docosahexaenoic_acid;Docosapentaenoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid	SMPDB:Alpha Linolenic Acid and Linoleic Acid Metabolism
SET_71	8.11.14-Eicosatrienoic_acid;Adrenic_acid;Arachidonic_acid;Docosahexaenoic_acid;Docosapentaenoic_acid;Eicosadienoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Erucic_acid;Gamma-Linolenic_acid;Linoleic_acid;Oleic_acid;Palmitic_acid;Stearic_acid	KEGG:Biosynthesis of unsaturated fatty acids - Homo sapiens (human)
SET_72	8.11.14-Eicosatrienoic_acid;Adrenic_acid;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;propionate;Stearic_acid	Reactome:Free fatty acid receptors
SET_73	8.11.14-Eicosatrienoic_acid;Arachidonic_acid;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;Gamma-Linolenic_acid;Linoleic_acid	KEGG:Linoleic acid metabolism - Homo sapiens (human)
SET_74	8.11.14-Eicosatrienoic_acid;acetylcholine;Adrenic_acid;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid	Wikipathways:Incretin synthesis, secretion, and inactivation
SET_75	8.11.14-Eicosatrienoic_acid;acetylcholine;adenosine;ADP;Adrenic_acid;alpha-ketoglutarate;AMP;Arachidonic_acid;arginine;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:1_PC;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:6_PS;C40:9_PC;Chenodeoxycholate;Cholate;Deoxycholate;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;GABA;Gamma-Linolenic_acid;GDP;glutamate_HILIC-pos;glycine;lactate;Lithocholate;lysine;Myristic_acid;Oleic_acid;ornithine;Palmitic_acid;Palmitoleic_acid;propionate;serotonin;Sphingosine_1-Phosphate;Stearic_acid;succinate	Reactome:Signaling by GPCR
SET_76	8.11.14-Eicosatrienoic_acid;acetylcholine;adenosine;ADP;Adrenic_acid;alpha-ketoglutarate;AMP;Arachidonic_acid;arginine;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16_carnitine;C16:0_Ceramide_(d18:1);C16:0_LPC;C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C16:1_CE;C16:1_CE_+NH4;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_CE;C18:0_CE_+NH4;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C18:3_CE;C18:3_CE_+NH4;C20:0_SM;C20:3_CE;C20:3_CE_+NH4;C20:3_LPC;C20:4_CE;C20:4_CE_+NH4;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_CE;C20:5_CE_+NH4;C20:5_LPC;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:0_PE;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:3_PE;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:6_PS;C40:9_PC;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Chenodeoxycholate;Cholate;citrulline;Deoxycholate;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;GABA;Gamma-Linolenic_acid;GDP;glutamate_HILIC-pos;glycine;lactate;Linoleic_acid;Lithocholate;lysine;methionine;Myristic_acid;niacinamide;Oleic_acid;ornithine;Palmitic_acid;Palmitoleic_acid;phosphocholine;propionate;pyruvate;serotonin;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos;Stearic_acid;succinate	Reactome:Signal Transduction
SET_77	8.11.14-Eicosatrienoic_acid;acetylcholine;adenosine;ADP;Adrenic_acid;alpha-ketoglutarate;Chenodeoxycholate;Cholate;Deoxycholate;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;lactate;Lithocholate;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;propionate;serotonin;Sphingosine_1-Phosphate;Stearic_acid;succinate	Reactome:Class A/1 (Rhodopsin-like receptors)
SET_78	8.11.14-Eicosatrienoic_acid;acetylcholine;adenosine;ADP;Adrenic_acid;alpha-ketoglutarate;arginine;Chenodeoxycholate;Cholate;Deoxycholate;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;GABA;Gamma-Linolenic_acid;GDP;glutamate_HILIC-pos;lactate;Lithocholate;lysine;Myristic_acid;Oleic_acid;ornithine;Palmitic_acid;Palmitoleic_acid;propionate;serotonin;Sphingosine_1-Phosphate;Stearic_acid;succinate	Reactome:GPCR ligand binding
SET_79	8.11.14-Eicosatrienoic_acid;acetylcholine;adenosine;ADP;Adrenic_acid;alpha-ketoglutarate;arginine;Chenodeoxycholate;Cholate;Deoxycholate;Docosahexaenoic_acid;Docosapentaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;GABA;Gamma-Linolenic_acid;GDP;glutamate_HILIC-pos;lactate;Lithocholate;lysine;Myristic_acid;Oleic_acid;ornithine;Palmitic_acid;Palmitoleic_acid;propionate;serotonin;Sphingosine_1-Phosphate;succinate	Wikipathways:GPCR ligand binding
SET_80	ADMA;ADP;alanine;arginine;asparagine;aspartate;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;ornithine;phenylalanine;proline;pyroglutamic_acid;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	HumanCyc:&gamma;-glutamyl cycle
SET_81	ADP;AMP	EHMN:Vitamin B2 (riboflavin) metabolism|Reactome:Telomere Maintenance|Wikipathways:Polycystic Kidney Disease Pathway|Reactome:DNA strand elongation|Reactome:Vitamin B2 (riboflavin) metabolism|Reactome:Mitochondrial biogenesis|SMPDB:Riboflavin Metabolism|Reactome:AMPK inhibits chREBP transcriptional activation activity|Wikipathways:S Phase|Reactome:Synthesis of DNA|Wikipathways:Telomere Maintenance|Reactome:Lagging Strand Synthesis|Reactome:Telomere C-strand (Lagging Strand) Synthesis|Reactome:CaM pathway|Reactome:Extension of Telomeres|Reactome:DNA Replication|Reactome:Mismatch Repair|Wikipathways:Synthesis of DNA|Reactome:Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)|HumanCyc:biotin-carboxyl carrier protein assembly|Reactome:Chromosome Maintenance|Reactome:DARPP-32 events|Reactome:Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)|Reactome:Inhibition of HSL|Reactome:Glycogen breakdown (glycogenolysis)|Reactome:Calmodulin induced events|Wikipathways:Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.|Wikipathways:Mismatch Repair|Reactome:S Phase|Reactome:Interferon Signaling|Reactome:Activation of PPARGC1A (PGC-1alpha) by phosphorylation|Reactome:PDE3B signalling
SET_82	ADP;AMP;Arachidonic_acid;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:1_PC;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;GDP	Reactome:Opioid Signalling|Reactome:G-protein mediated events|Reactome:PLC beta mediated events|Wikipathways:Opioid Signalling
SET_83	ADP;AMP;Arachidonic_acid;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	Reactome:Ca-dependent events
SET_84	ADP;AMP;Arachidonic_acid;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	EHMN:Arachidonic acid metabolism
SET_85	ADP;AMP;Arachidonic_acid;Capric_acid;malate;Palmitic_acid	Reactome:Fatty Acyl-CoA Biosynthesis
SET_86	ADP;AMP;Arachidonic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Linoleic_acid;Palmitic_acid	Wikipathways:Mitochondrial biogenesis
SET_87	ADP;AMP;Arachidonic_acid;arginine;C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C40:6_PS;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;citrulline;GDP;serotonin	Reactome:Hemostasis
SET_88	ADP;AMP;Arachidonic_acid;ascorbate	EHMN:Prostaglandin formation from arachidonate
